Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
883,50.0,Male,Boots,Footwear,35.0,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months,24/03/2023
884,28.0,Male,Sneakers,Footwear,37.0,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly,24/03/2023
885,67.0,Male,Skirt,Clothing,91.0,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,24/03/2023
886,41.0,Male,Dress,Clothing,99.0,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months,24/03/2023
887,19.0,Male,Shorts,Clothing,54.0,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly,24/03/2023
888,70.0,Male,Handbag,Accessories,47.0,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly,24/03/2023
889,49.0,Male,Scarf,Accessories,77.0,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually,24/03/2023
890,59.0,Male,Belt,Accessories,84.0,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly,24/03/2023
891,52.0,Male,Gloves,Accessories,51.0,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly,25/03/2023
892,20.0,Male,Skirt,Clothing,26.0,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months,25/03/2023
893,31.0,Male,Shorts,Clothing,64.0,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly,25/03/2023
894,33.0,Male,Backpack,Accessories,51.0,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly,25/03/2023
895,44.0,Male,Hoodie,Clothing,60.0,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly,25/03/2023
896,40.0,Male,Hat,Accessories,69.0,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly,25/03/2023
897,69.0,Male,Jewelry,Accessories,29.0,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly,25/03/2023
898,29.0,Male,Shirt,Clothing,91.0,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly,25/03/2023
899,54.0,Male,Belt,Accessories,70.0,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months,25/03/2023
900,65.0,Male,Sweater,Clothing,58.0,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,PayPal,Annually,25/03/2023
901,54.0,Male,Hat,Accessories,98.0,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly,26/03/2023
902,60.0,Male,Scarf,Accessories,68.0,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly,26/03/2023
903,43.0,Male,Hat,Accessories,44.0,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly,26/03/2023
904,44.0,Male,Jacket,Outerwear,45.0,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly,26/03/2023
905,69.0,Male,T-shirt,Clothing,99.0,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months,26/03/2023
906,46.0,Male,Dress,Clothing,68.0,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually,26/03/2023
907,41.0,Male,Pants,Clothing,56.0,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,26/03/2023
908,32.0,Male,Sweater,Clothing,43.0,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly,26/03/2023
909,26.0,Male,Sunglasses,Accessories,99.0,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months,26/03/2023
910,61.0,Male,Belt,Accessories,56.0,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly,26/03/2023
911,49.0,Male,Hoodie,Clothing,25.0,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly,26/03/2023
912,53.0,Male,Pants,Clothing,74.0,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly,27/03/2023
913,24.0,Male,Hoodie,Clothing,56.0,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly,27/03/2023
914,37.0,Male,Sneakers,Footwear,47.0,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months,27/03/2023
915,43.0,Male,Dress,Clothing,67.0,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months,27/03/2023
916,31.0,Male,Dress,Clothing,22.0,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly,27/03/2023
917,49.0,Male,Jeans,Clothing,34.0,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly,27/03/2023
918,69.0,Male,Sweater,Clothing,64.0,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly,27/03/2023
919,65.0,Male,Shorts,Clothing,42.0,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly,27/03/2023
920,41.0,Male,Shirt,Clothing,82.0,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly,27/03/2023
921,37.0,Male,Belt,Accessories,81.0,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly,27/03/2023
922,70.0,Male,Coat,Outerwear,,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly,27/03/2023
923,63.0,Male,Sneakers,Footwear,60.0,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly,28/03/2023
924,55.0,Male,Shirt,Clothing,24.0,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly,28/03/2023
925,52.0,Male,Socks,Clothing,78.0,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly,28/03/2023
926,22.0,Male,Jeans,Clothing,88.0,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly,28/03/2023
927,54.0,Male,Jeans,Clothing,63.0,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly,28/03/2023
928,28.0,Male,Sneakers,Footwear,78.0,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly,28/03/2023
929,67.0,Male,Dress,Clothing,37.0,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months,28/03/2023
930,59.0,Male,Boots,Footwear,94.0,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly,28/03/2023
931,26.0,Male,T-shirt,Clothing,78.0,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly,28/03/2023
932,24.0,Male,Coat,Outerwear,36.0,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly,28/03/2023
933,62.0,Male,Skirt,Clothing,24.0,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly,29/03/2023
934,70.0,Male,Sneakers,Footwear,84.0,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly,29/03/2023
935,45.0,Male,Jeans,Clothing,47.0,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly,29/03/2023
936,58.0,Male,Hoodie,Clothing,51.0,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,29/03/2023
937,31.0,Male,Shoes,Footwear,84.0,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly,29/03/2023
938,32.0,Male,Shorts,Clothing,24.0,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly,29/03/2023
939,36.0,Male,Blouse,Clothing,97.0,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly,29/03/2023
940,25.0,Male,T-shirt,Clothing,89.0,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly,29/03/2023
941,48.0,Male,Belt,Accessories,44.0,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months,29/03/2023
942,39.0,Male,Handbag,Accessories,35.0,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months,29/03/2023
943,26.0,Male,Dress,Clothing,91.0,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly,29/03/2023
944,32.0,Male,Hat,Accessories,63.0,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,30/03/2023
945,54.0,Male,Belt,Accessories,97.0,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly,30/03/2023
946,38.0,Male,Boots,Footwear,38.0,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months,30/03/2023
947,46.0,Male,Coat,Outerwear,24.0,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,30/03/2023
948,57.0,Male,Blouse,Clothing,32.0,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months,30/03/2023
949,49.0,Male,Hat,Accessories,90.0,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months,30/03/2023
950,33.0,Male,Jeans,Clothing,36.0,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly,30/03/2023
951,54.0,Male,Backpack,Accessories,37.0,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly,30/03/2023
952,47.0,Male,Dress,Clothing,51.0,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly,30/03/2023
953,36.0,Male,Hat,Accessories,71.0,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,30/03/2023
954,68.0,Male,Sunglasses,Accessories,50.0,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,30/03/2023
955,60.0,Male,Hat,Accessories,74.0,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months,31/03/2023
956,55.0,Male,Dress,Clothing,75.0,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly,31/03/2023
957,29.0,Male,Shirt,Clothing,99.0,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,31/03/2023
958,38.0,Male,Scarf,Accessories,23.0,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly,31/03/2023
959,70.0,Male,Sneakers,Footwear,53.0,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,31/03/2023
960,36.0,Male,Skirt,Clothing,99.0,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly,31/03/2023
961,18.0,Male,Jewelry,Accessories,48.0,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly,31/03/2023
962,62.0,Male,Boots,Footwear,72.0,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,31/03/2023
963,29.0,Male,Sunglasses,Accessories,64.0,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly,31/03/2023
964,21.0,Male,Boots,Footwear,63.0,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,31/03/2023
965,42.0,Male,Sandals,Footwear,51.0,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,31/03/2023
966,43.0,Male,Boots,Footwear,55.0,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually,01/04/2023
967,58.0,Male,Dress,Clothing,55.0,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually,01/04/2023
968,27.0,Male,Hoodie,Clothing,26.0,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly,01/04/2023
969,57.0,Male,Shorts,Clothing,67.0,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,01/04/2023
970,40.0,Male,Coat,Outerwear,31.0,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly,01/04/2023
971,45.0,Male,Jeans,Clothing,66.0,california,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly,01/04/2023
972,47.0,Male,Sunglasses,Accessories,67.0,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly,01/04/2023
973,61.0,Male,Sneakers,Footwear,61.0,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,01/04/2023
974,60.0,Male,Jacket,Outerwear,75.0,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,01/04/2023
975,69.0,Male,Skirt,Clothing,90.0,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,01/04/2023
976,58.0,Male,Sweater,Clothing,,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,02/04/2023
977,34.0,Male,T-shirt,Clothing,90.0,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,02/04/2023
978,20.0,Male,Belt,Accessories,20.0,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly,02/04/2023
979,56.0,Male,Gloves,Accessories,40.0,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,02/04/2023
980,64.0,Male,Hat,Accessories,33.0,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,02/04/2023
981,56.0,Male,Boots,Footwear,98.0,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,02/04/2023
982,27.0,Male,Belt,Accessories,42.0,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,02/04/2023
983,35.0,Male,Coat,Outerwear,62.0,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly,02/04/2023
984,24.0,Male,Hat,Accessories,45.0,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,02/04/2023
985,26.0,Male,Shoes,Footwear,78.0,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,02/04/2023
986,32.0,Male,Handbag,Accessories,80.0,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12,Bank Transfer,Annually,02/04/2023
987,54.0,Male,Scarf,Accessories,96.0,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,03/04/2023
988,62.0,Male,Handbag,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly,03/04/2023
989,50.0,Male,Pants,Clothing,84.0,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,03/04/2023
990,70.0,Male,Shoes,Footwear,31.0,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,03/04/2023
991,48.0,Male,Sunglasses,Accessories,63.0,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly,03/04/2023
992,20.0,Male,Shorts,Clothing,97.0,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,03/04/2023
993,46.0,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly,03/04/2023
994,51.0,Male,Sandals,Footwear,90.0,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly,03/04/2023
995,53.0,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly,03/04/2023
996,44.0,Male,Jewelry,Accessories,80.0,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,03/04/2023
997,29.0,Male,Sandals,Footwear,91.0,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,03/04/2023
998,64.0,Male,Pants,Clothing,30.0,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly,04/04/2023
999,51.0,Male,Shoes,Footwear,90.0,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,04/04/2023
1000,50.0,Male,Socks,Clothing,28.0,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,04/04/2023
1001,43.0,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,04/04/2023
1002,61.0,Male,Dress,Clothing,60.0,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly,04/04/2023
1003,55.0,Male,Shoes,Footwear,59.0,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,04/04/2023
1004,56.0,Male,Hat,Accessories,68.0,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,04/04/2023
1005,33.0,Male,Backpack,Accessories,79.0,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually,04/04/2023
1006,43.0,Male,Backpack,Accessories,94.0,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,04/04/2023
1007,21.0,Male,Pants,Clothing,83.0,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly,04/04/2023
1008,58.0,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually,05/04/2023
1009,41.0,Male,Scarf,Accessories,85.0,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually,05/04/2023
1010,39.0,Male,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually,05/04/2023
1011,54.0,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,05/04/2023
1012,43.0,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,05/04/2023
1013,28.0,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually,05/04/2023
1014,59.0,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,05/04/2023
1015,28.0,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly,05/04/2023
1016,68.0,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,05/04/2023
1017,20.0,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,05/04/2023
1018,21.0,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually,05/04/2023
1019,50.0,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly,06/04/2023
1020,32.0,Male,Shirt,Clothing,76.0,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly,06/04/2023
1021,24.0,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually,06/04/2023
1022,55.0,Male,Coat,Outerwear,51.0,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,06/04/2023
1023,61.0,Male,Handbag,Accessories,41.0,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually,06/04/2023
1024,61.0,Male,Sunglasses,Accessories,71.0,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,06/04/2023
1025,28.0,Male,T-shirt,Clothing,66.0,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly,06/04/2023
1026,60.0,Male,Shirt,Clothing,84.0,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually,06/04/2023
1027,49.0,Male,Handbag,Accessories,95.0,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly,06/04/2023
1028,33.0,Male,Jewelry,Accessories,90.0,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly,06/04/2023
1029,45.0,Male,Hoodie,Clothing,36.0,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly,06/04/2023
1030,29.0,Male,Gloves,Accessories,22.0,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,07/04/2023
1031,58.0,Male,Coat,Outerwear,89.0,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,07/04/2023
1032,22.0,Male,Sandals,Footwear,50.0,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly,07/04/2023
1033,55.0,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,07/04/2023
1034,19.0,Male,Pants,Clothing,52.0,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,07/04/2023
1035,68.0,Male,Socks,Clothing,29.0,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,07/04/2023
1036,61.0,Male,Blouse,Clothing,89.0,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,07/04/2023
1037,68.0,Male,Handbag,Accessories,47.0,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,07/04/2023
1038,52.0,Male,Jewelry,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,07/04/2023
1039,41.0,Male,Pants,Clothing,74.0,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly,07/04/2023
1040,29.0,Male,Belt,Accessories,46.0,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,07/04/2023
1041,68.0,Male,Jeans,Clothing,22.0,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,08/04/2023
1042,36.0,Male,Shirt,Clothing,25.0,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,08/04/2023
1043,55.0,Male,Belt,Accessories,80.0,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,08/04/2023
1044,28.0,Male,Jeans,Clothing,76.0,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,08/04/2023
1045,39.0,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,08/04/2023
1046,54.0,Male,Sweater,Clothing,79.0,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,08/04/2023
1047,40.0,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,08/04/2023
1048,31.0,Male,Socks,Clothing,36.0,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly,08/04/2023
1049,30.0,Male,Socks,Clothing,77.0,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly,08/04/2023
1050,45.0,Male,Sunglasses,Accessories,33.0,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly,08/04/2023
1051,48.0,Male,Sneakers,Footwear,64.0,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly,09/04/2023
1052,45.0,Male,Socks,Clothing,53.0,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually,09/04/2023
